Actual Price ($),Predicted Price ($),Absolute Error ($),Accuracy (%)
"$375,000","$1,135,328","$760,328",-102.75
"$974,500","$949,568","$24,932",97.44
"$724,900","$591,849","$133,051",81.65
"$600,000","$684,010","$84,010",86.0
"$874,900","$840,411","$34,489",96.06
"$1,495,000","$754,437","$740,563",50.46
"$450,000","$752,594","$302,594",32.76
"$975,000","$740,243","$234,757",75.92
"$499,000","$550,352","$51,352",89.71
"$354,500","$448,915","$94,415",73.37
"$650,000","$668,603","$18,603",97.14
"$825,000","$554,034","$270,966",67.16
"$749,000","$809,087","$60,087",91.98
"$850,000","$623,094","$226,906",73.31
"$1,425,000","$864,666","$560,334",60.68
"$579,900","$729,133","$149,233",74.27
"$824,900","$670,498","$154,402",81.28
"$750,000","$796,377","$46,377",93.82
"$1,100,000","$889,045","$210,955",80.82
"$365,000","$831,018","$466,018",-27.68
"$574,900","$664,903","$90,003",84.34
"$1,299,000","$749,168","$549,832",57.67
"$440,000","$385,413","$54,587",87.59
"$1,495,000","$1,137,488","$357,512",76.09
"$425,000","$467,447","$42,447",90.01
"$925,000","$1,014,836","$89,836",90.29
"$785,000","$645,999","$139,001",82.29
"$669,000","$943,767","$274,767",58.93
"$899,000","$1,025,114","$126,114",85.97
"$495,000","$653,452","$158,452",67.99
"$995,000","$819,692","$175,308",82.38
"$769,500","$668,130","$101,370",86.83
"$540,000","$711,676","$171,676",68.21
"$615,000","$504,345","$110,655",82.01
"$695,000","$635,634","$59,366",91.46
"$1,450,000","$839,507","$610,493",57.9
"$1,175,000","$891,042","$283,958",75.83
"$225,000","$212,935","$12,065",94.64
"$519,000","$462,446","$56,554",89.1
"$1,250,000","$955,248","$294,752",76.42
"$550,000","$688,350","$138,350",74.85
"$795,000","$883,302","$88,302",88.89
"$725,000","$573,375","$151,625",79.09
"$719,000","$713,266","$5,734",99.2
"$510,500","$398,317","$112,183",78.02
"$1,324,900","$781,366","$543,534",58.98
"$1,250,000","$1,005,563","$244,437",80.45
"$365,000","$436,134","$71,134",80.51
"$399,000","$415,916","$16,916",95.76
"$529,900","$540,296","$10,396",98.04
"$1,225,000","$1,013,771","$211,229",82.76
"$395,000","$542,886","$147,886",62.56
"$419,000","$569,778","$150,778",64.01
"$449,500","$423,732","$25,768",94.27
"$530,000","$761,213","$231,213",56.37
"$582,000","$472,541","$109,459",81.19
"$749,900","$726,549","$23,351",96.89
"$249,900","$320,362","$70,462",71.8
"$750,000","$534,547","$215,453",71.27
"$950,000","$730,959","$219,041",76.94
"$699,990","$634,767","$65,223",90.68
"$889,000","$733,648","$155,352",82.53
"$649,000","$737,621","$88,621",86.34
"$370,000","$1,030,782","$660,782",-78.59
"$465,000","$217,517","$247,483",46.78
"$295,000","$261,271","$33,729",88.57
"$835,000","$734,470","$100,530",87.96
"$549,900","$451,557","$98,343",82.12
"$615,000","$621,292","$6,292",98.98
"$850,000","$741,573","$108,427",87.24
"$1,000,000","$626,442","$373,558",62.64
"$779,000","$912,110","$133,110",82.91
"$685,000","$521,413","$163,587",76.12
"$334,900","$365,438","$30,538",90.88
"$839,000","$735,959","$103,041",87.72
"$590,000","$660,947","$70,947",87.98
"$529,000","$577,471","$48,471",90.84
"$799,990","$710,757","$89,233",88.85
"$715,000","$675,095","$39,905",94.42
"$899,000","$662,214","$236,786",73.66
"$651,900","$533,386","$118,514",81.82
"$735,000","$601,207","$133,793",81.8
"$749,900","$818,748","$68,848",90.82
"$675,000","$545,689","$129,311",80.84
"$655,000","$535,750","$119,250",81.79
"$674,990","$557,305","$117,685",82.56
"$650,000","$657,255","$7,255",98.88
"$799,995","$637,224","$162,771",79.65
"$624,900","$475,052","$149,848",76.02
"$489,900","$548,325","$58,425",88.07
"$399,900","$510,561","$110,661",72.33
"$525,000","$458,627","$66,373",87.36
"$470,000","$447,869","$22,131",95.29
"$799,900","$669,866","$130,034",83.74
"$485,000","$492,502","$7,502",98.45
"$390,000","$397,165","$7,165",98.16
"$999,000","$796,083","$202,917",79.69
"$265,000","$476,757","$211,757",20.09
"$849,000","$566,047","$282,953",66.67
"$1,249,000","$804,143","$444,857",64.38
"$510,000","$388,603","$121,397",76.2
"$425,000","$415,661","$9,339",97.8
"$400,000","$371,374","$28,626",92.84
"$379,000","$397,295","$18,295",95.17
"$599,900","$584,248","$15,652",97.39
"$555,000","$451,499","$103,501",81.35
"$675,000","$552,458","$122,542",81.85
"$540,000","$458,811","$81,189",84.96
"$419,950","$317,012","$102,938",75.49
"$374,000","$385,313","$11,313",96.98
"$190,000","$483,637","$293,637",-54.55
"$360,000","$353,572","$6,428",98.21
"$615,000","$624,648","$9,648",98.43
"$479,000","$443,047","$35,953",92.49
"$489,000","$477,918","$11,082",97.73
"$395,625","$392,743","$2,882",99.27
"$1,100,000","$812,121","$287,879",73.83
"$474,900","$472,987","$1,913",99.6
"$450,000","$433,983","$16,017",96.44
"$850,000","$740,269","$109,731",87.09
"$549,000","$532,648","$16,352",97.02
"$595,999","$881,950","$285,951",52.02
"$999,998","$948,919","$51,079",94.89
"$455,000","$431,133","$23,867",94.75
"$474,900","$596,549","$121,649",74.38
"$319,500","$911,657","$592,157",-85.34
"$600,000","$749,542","$149,542",75.08
"$750,000","$687,802","$62,198",91.71
"$549,000","$521,470","$27,530",94.99
"$1,469,000","$788,775","$680,225",53.69
"$848,500","$784,015","$64,485",92.4
"$769,000","$603,784","$165,216",78.52
"$999,500","$597,059","$402,441",59.74
"$199,000","$230,623","$31,623",84.11
"$750,000","$650,084","$99,916",86.68
"$366,900","$383,457","$16,557",95.49
"$505,000","$463,400","$41,600",91.76
"$300,000","$424,762","$124,762",58.41
"$369,000","$371,680","$2,680",99.27
"$329,000","$455,524","$126,524",61.54
"$435,000","$389,994","$45,006",89.65
"$435,000","$438,458","$3,458",99.21
"$440,000","$488,371","$48,371",89.01
"$675,000","$551,183","$123,817",81.66
"$370,000","$397,534","$27,534",92.56
"$340,000","$462,084","$122,084",64.09
"$499,000","$460,760","$38,240",92.34
"$415,000","$415,898",$898,99.78
"$375,000","$398,840","$23,840",93.64
"$445,000","$485,649","$40,649",90.87
"$400,000","$476,019","$76,019",81.0
"$550,000","$626,590","$76,590",86.07
